S.No.,State,City,Category,Alcohol,Hotel Name,Address,Start Date,Expiry Date,Total Rooms,user_id,price
50,Andhra Pradesh,Vijayawada,3 Star,1,HOTEL AJANTHA EVERGREEN,"D. NO. 29-13-15, KALESHWAR RAO STREET, NAKKAL ROAD",23-07-2018,22-07-2023,36,13,7000
51,Andhra Pradesh,Vijayawada,3 Star,1,Hotel Manorama(A Unit of Welcome-Poorna Enterprises Private Limited),"27-37-157,M.G.Road,Governor Pet,",01-01-2020,31-12-2024,70,13,7000
52,Andhra Pradesh,Vijayawada,3 Star,1,HOTEL MIDCITY,"A Unit of Sri Venkateswara Theatre, 38-8-45, M.G.Road, Punnammathota, Opp:All India Radio Station, ",29-04-2019,28-04-2024,44,13,7500
53,Andhra Pradesh,Vijayawada,3 Star,1,THE KAY HOTEL,"48-12-4|1,GUNADALA,VIJAYAWADA ",01-02-2019,31-01-2024,40,14,7500
54,Andhra Pradesh,Visakhapatnam,3 Star,0,BEST WESTERN RAMACHANDRA,"8-8-36,Main Road, Old Gajuwaka",28-08-2018,27-08-2023,64,14,7500
55,Andhra Pradesh,Visakhapatnam,3 Star,0,FAIRFIELD BY MARRIOTT,"K.S.R DEVELOPERS PVT LTD, SURVEY NO 106.1B2 PART, WARD NO 39,MADHAVDHARA,NEAR-R&B JUNCTION,NH-5ROAD, VISAKHAPATNAM-530018",11-07-2018,10-07-2023,121,14,7500
56,Arunachal Pradesh,Itanagar,3 Star,0,Cygnett Inn Trendz,"Chandra Nagar, Nrae DC Capital Complex Itanagar",22-09-2022,21-09-2027,32,14,7500
57,Arunachal Pradesh,Itanagar,3 Star,0,Waii International Hotel,"Mesueme Colony, Near State Meuseum, Itanagar Papum Pare District ",29-11-2018,28-11-2023,50,14,7500
58,Arunachal Pradesh,West Kameng,3 Star,0,NORPHEL RETREAT DIRANG,"Rungkhung,Dirang, West Kameng District-790101 West Kameng",05-10-2018,04-10-2023,45,15,7500
59,Assam,Dibrugarh,3 Star,0,Hotel Rainbow ,"T.R Phukan Road, West chowkidinghee, Dibrugarh Dibrugarh",16-07-2019,15-07-2024,25,15,7500
60,Assam,Dibrugarh,3 Star,0,PUSHKARA GARDEN,"Natun Gaon, Dibrugarh",22-09-2022,21-09-2027,60,15,7500
61,Assam,Guwahati,3 Star,0,DICHANG RESORT,"Sonapur, Pathorkuchi, N H 37",22-02-2019,21-02-2024,57,15,7500
62,Assam,Guwahati,3 Star,0,HOTEL CITYWALK INTERNATIONAL,"B BAROOAH ROAD, ULUBARI, GUWAHATI",19-11-2019,18-11-2024,41,15,7500
63,Assam,Guwahati,3 Star,0,Hotel Paramount Palacio,"Opp Farm Gate, Above Poddar Car World; G.S. Road, Khanapara, Guwahati Guwahati",09-01-2020,08-01-2025,25,16,7500
64,Assam,Guwahati,3 Star,0,Mayflower Hotel (A Unit of Mayflower Hotels and Resorts LLP),"MLN ROAD,PANBAZAR Guwahati",28-02-2022,27-02-2027,36,16,7500
65,Assam,Guwahati,3 Star,0,The Lily Hotel,"G.S. ROAD, SIX MILE , KHANAPARA, GUWAHATI",08-02-2016,10-02-2025,78,16,7500
66,Assam,Jorhat,3 Star,0,Gulmohar Grand (an Unit of Borthakur Developers),"Choladhara Road, Jorhat-785001, Assam",19-04-2022,18-04-2027,26,16,7500
67,Assam,Kokrajhar,3 Star,0,HOTEL GAURANG VALLEY,"J.D. ROAD, TENGAPARA, WARD NO. 5, KOKRAJHAR",29-03-2019,28-03-2024,62,16,7500
68,Assam,Mangaldoi,3 Star,0,Repose Highway Resort (A unit of Repose Highway Resort Private Limited),"Vill-Boinaojha, Aulachowka, P.O. & P.S. Magnaldoi, Discrict - Darrang Mangaldoi",08-04-2021,07-04-2026,20,16,7500
69,Assam,Nagaon,3 Star,1,HOTEL BLUE BIRD,"MADHAB DEV ROAD, NORTH HAIBARGAON",12-09-2018,11-09-2023,22,16,7500
70,Bihar,Bodhgaya,3 Star,1,Oaks Bodhgaya (A unit of Bodhi Hotel and Resorts Pvt. Ltd.),"Khata No. 141, Plot No. 80 and Khata No. 778, Plot No. 97, P.S. - Bodhgaya, Thana No. 359, District - Gaya, Bihar Bodhgaya",15-07-2022,14-07-2027,78,16,7500
71,Chhattisgarh,Bilaspur,3 Star,1,COURTYARD BY MARRIOTT BILASPUR ,"COURTYARD BY MARRIOTT BILASPUR City Mall 36, Mangla Chowk, Bilaspur â€“ 495001",19-04-2022,18-04-2027,100,17,7500
72,Chhattisgarh,Bilaspur,3 Star,1,Hotel Intercity International,Jagmal Chowk,27-05-2019,26-05-2024,39,17,7500
73,Chhattisgarh,Bilaspur,3 Star,1,THE EMERALD,"NEAR OLD BUS STAND,TELEPHONE EXCHANGE ROAD,",23-04-2019,22-04-2024,22,17,7500
74,Chhattisgarh,Durg-Bhilai Nagar,3 Star,1,Hotel Ashish International,"G.E Road, Power House",06-05-2022,05-05-2027,17,17,7500
75,Chhattisgarh,Durg-Bhilai Nagar,3 Star,1,Hotel Grand Dhillon,"A-1 Nehru Parisar , Nehru Nagar Square GE Road Bhilai ",04-01-2019,03-01-2024,39,17,7500
76,Chhattisgarh,Korba,3 Star,1,hotel relax inn,korba champa road urga,02-08-2018,01-08-2023,42,17,7500
77,Chhattisgarh,Raigarh,3 Star,1,Hotel Accordd Premier (ACCORDD Chain of Hotels),Hotel Accordd Premier Jagatpur Dhimrapur Road Raigarh Raigarh,06-05-2022,05-05-2027,35,17,7500
78,Chhattisgarh,Raigarh,3 Star,1,Hotel Ans International,"Jagatpur - Dhimrapur Road ,Raigarh, Chattisgarh Raigarh Raigarh",04-07-2019,03-07-2024,71,17,7500
79,Chhattisgarh,Raipur*,3 Star,0,GREENWOOD FOURSEASONS ,"GREENWOOD FOURSEASONS, VIP ROAD, PURENA, ",16-09-2022,15-09-2027,15,17,7500
80,Chhattisgarh,Raipur*,3 Star,0,HOTEL GAGAN REGENCY,"OPP. GATE NO. 1, AIIMS, G. E. ROAD, TATIBANDH, RAIPUR (C.G.) PIN 492001 ",19-04-2022,18-04-2027,26,17,7500
81,Chhattisgarh,Raipur*,3 Star,0,HOTEL IVY,"PRIYADARSHINI NAGAR, NEAR PACHPEDI NAKA",25-04-2019,24-04-2024,38,17,7500
82,Chhattisgarh,Raipur*,3 Star,0,HOTEL KINGSWAY,RING ROAD NO. 1 NEAR AIRTEL OFFICE TELIBANDHA RAIPUR ,02-11-2020,01-11-2025,30,17,7500
83,Chhattisgarh,Raipur*,3 Star,0,HOTEL SOLITAIRE ( A UNIT OF R.R.S.K.ENTERPRISES),"BEHIND STATE BANK OF INDIA MAIN BRANCH,ANAND TAKIES ROAD,NEAR JAISTAMBH CHOWK,RAIPUR (C.G.)",21-10-2019,20-10-2024,48,18,7500
84,Chhattisgarh,Raipur*,3 Star,0,HOTEL THE GOLDEN OAK,"J.B. MALL NEAR GURUNANAK CHOWK M. G. ROAD, RAIPUR",09-05-2022,08-05-2027,28,18,7500
85,Chhattisgarh,Raipur*,3 Star,0,RMV RESORT AND HOTELS PVT LTD,"HOTEL VW CANYON, NEAR - AGRASEN DHAM, VIP ROAD - II, PHUNDAHAR, RAIPUR - 492006, CHHATTISHGARH",08-08-2018,07-08-2023,111,18,7500
86,Chhattisgarh,Rajnandgaon,3 Star,0,Hotel Awana,"Near New Gurudwara, GE Road, Rajnandgoan Rajnandgaon",24-12-2018,23-12-2023,15,18,7000
87,Delhi,New Delhi,3 Star,0,HOTEL THE MANOR,77 FREINDS COLONY (W) NEW DELHI- 110065,14-06-2019,13-06-2024,12,18,7000
88,Goa,Margao,3 Star,0,Hotel Nanutel Margao,Padre Miranda Road,04-01-2020,03-01-2025,55,18,7000
89,Goa,vasco da gama,3 Star,0,Hotel La Paz Gardens (A unit of Hotel La Paz Gardens Pvt. Ltd.),"Swatantra Path, Vasco da Gama vasco da gama vasco da gama",20-01-2021,19-01-2026,73,18,7000
90,Gujarat,Ahmedabad,3 Star,1,Aarya Grand Hotels Resorts,"Kargil Petrol Pump Lane, Near Gujarat High Court, Sarkhej - Gandhinagar Highway",04-07-2019,03-07-2024,105,18,7000
91,Gujarat,Ahmedabad,3 Star,1,AJU IMPERIAL HOTEL( A UNIT OF AJU RYOKAN NCR PVT.LTD.),"Survey No. 414, Village-Jalisana, Jalisana to Nayakpur Road Taluka- Mandal, Distt.-Ahmedabad, Gujarat 382120",22-02-2022,21-02-2027,107,18,7000
92,Gujarat,Ahmedabad,3 Star,1,AVALON HOTEL AND BANQUETS,"OPP MANGO GARDEN BUNGLOWS, NEAR SINDHU BHAVAN ROAD OFF S.G. HIGHWAY BODAKDEV",28-02-2019,27-02-2024,46,18,7000
93,Gujarat,Ahmedabad,3 Star,1,"Belvedere Club, A unit of BELVEDERE GOLF AND COUNTRY CLUB PVT LTD","ADANI SHANTIGRAM, S G HIGHWAY, NEAR VAISHNODEVI CIRCLE Ahmedabad",09-05-2022,08-05-2027,55,18,7000
94,Gujarat,Ahmedabad,3 Star,1,"Bloom Suites, A unit of Ms Rising Hotel Limited.","Surdhara Circle, Off Drive In Road, Thaltej, Ahmedabad Ahmedabad",27-05-2019,26-05-2024,68,19,7000
95,Gujarat,Ahmedabad,3 Star,1,"Comfort Inn President, A unit of Sun N Silver Inn Pvt. Ltd.","OPP MUNICIPAL MARKET, OFF C G ROAD, NAVRANGPURA, AHMEDABAD Ahmedabad",28-01-2020,27-01-2025,57,20,7000
96,Gujarat,Ahmedabad,3 Star,1,COMFORT INN SUNSET,"AIRPORT CIRCLE,HANSOL,AHMEDABAD",06-08-2020,05-08-2025,57,20,7000
97,Gujarat,Ahmedabad,3 Star,1,HOTEL CENTRA,"KHANPUR, AHMEDABAD-380001",18-10-2018,17-10-2023,37,20,7000
98,Gujarat,Ahmedabad,3 Star,1,HOTEL NALANDA,"MITHAKHALI SIX ROADS, NEAR LIONS HALL, ELLISBRIDGE, AHMEDABAD - 380 006",09-05-2019,08-05-2024,43,20,7000
99,Gujarat,Ahmedabad,3 Star,1,Hotel Silvera Grand,"Unit of Silvera Hotels, Dehgam Circle, S P Ring Road, Hanspura, Village Bilasiya",16-07-2021,15-07-2026,21,20,7000
100,Gujarat,Ahmedabad,3 Star,1,"Palm Greens Club, Unit of Snesh Resorts Private Limited","NH No.8, Bareja - Kheda Highway, Village Goblaj, Near Bareja Ahmedabad",06-05-2022,05-05-2027,62,20,7000
101,Gujarat,Ahmedabad,3 Star,0,Regenta Central Antarim ,"A Unit of Antarim Hotel LLP, Between Girish Cold Drink & St Xaviers Corner, C G Road, Navrangpura Ahmedabad",19-08-2019,18-08-2024,73,20,7000
102,Gujarat,Ahmedabad,3 Star,0,"Regenta Inn , Ranip","Arved Transcube Plaza, Opp Adi-Jati Girls Hostel, 132 Ft Ring Road, Ranip-Ahmedabad",18-02-2020,17-02-2025,102,20,7000
103,Gujarat,Ahmedabad,3 Star,0,"TGB EXPRESS HOTEL, A UNIT OF HOTEL PALMLAKE (KANKARIA) PVT. LTD.","TGB EXPRESS HOTEL, NR, JALDHARA WATER PARK, KANKARIA GATE-5, MANINAGAR Ahmedabad Ahmedabad Ahmedabad",19-07-2019,18-07-2024,33,20,7000
104,Gujarat,Anand,3 Star,0,Humming Bird Hotel and Banquet,"Behind Architect College, Near University Library, Iscon Temple Road, V.V. Nagar, Anand",26-10-2022,25-10-2027,38,20,7000
105,Gujarat,Anand,3 Star,0,LA CASA INN ,UNIT OF SHREE A & A COMPANY,15-03-2019,14-03-2024,44,20,7000
106,Gujarat,Bharuch,3 Star,0,Regenta Central Harimangla,"Near ABC Cir, Old N.H. 8, Bholav, Bharuch, Gujarat 392015",16-09-2022,15-09-2027,104,20,7000
107,Gujarat,Bharuch,3 Star,0,Regenta Central Hestia Dahej,SURVEY NO 106; VILLAGE: BHENSALI; TALUKA: VAGRA;,16-10-2022,15-10-2027,69,20,7500
108,Gujarat,Bharuch,3 Star,0,VEDIK RESORT,"SURVEY NO 45, OLPAD SAHOL ROAD, VILLAGE SAHOL, BHARUCH GUJARAT 394810",22-09-2021,21-09-2026,129,20,7500
109,Gujarat,Bhavnagar,3 Star,0,Top3 Lords Resort (A unit of Tree Top Resorts Spa Pvt. Ltd.),"Plot No 1 & 2| Near BPCL Petrol Pump, Budhel â€“ Vartej Cross Road | Bhavnagar | Gujarat |364002",06-05-2022,05-05-2027,39,20,7500
110,Gujarat,Bhavnagar,3 Star,0,VIRGO SUMERU,"PLOT NO:-109-A,BESIDE STERLING POINT,WAGHAWADI ROAD Bhavnagar",22-07-2019,21-07-2024,33,20,7500
111,Gujarat,Bhuj,3 Star,0,HOTEL COMFORT INN PRINCE ,STATION ROAD Bhuj,13-11-2019,12-11-2024,44,20,7500
112,Gujarat,Bhuj,3 Star,0,HOTEL ILARK,"Nr.RAVI CINEMA,STATION ROAD",04-07-2018,03-07-2023,29,20,7500
113,Gujarat,Bhuj,3 Star,0,HOTEL SEVEN SKY,"SEVEN SKY ENTERTAINMENT PVT LTD. AIRPORT ROAD, BHUJ- (KUTCHH) PIN 370001, GUJARAT",22-02-2022,21-02-2027,82,20,7500
114,Gujarat,Bhuj,3 Star,0,LaKamp Resort (Unit of Kashish Resort),"Survey No.116-1, Near Rudra Mata Temple, Village Saraspar, Taluka Bhuj, Dist. Kutch 370001. Bhuj Bhuj",22-09-2022,21-09-2027,29,20,7500
115,Gujarat,Bhuj,3 Star,0,The Fern Residency Bhuj (A unit of Ms THE BESIL INN),Bhuj Anjar Highway Near Tulsi Hotel Madhavpar Bhuj,15-07-2022,14-07-2027,46,20,7500
116,Gujarat,Dang,3 Star,0,Sunotel,"Sunotel(Unit of Shriji Resort Hotels Pvt. Ltd) Opp Lake Garden, Nageshwar Mahadev Temple Road, Saputara",16-07-2021,15-07-2026,90,20,7500
117,Gujarat,Dwarka,3 Star,0,Bapuâ€™s Resort (Unit of Bapu Enterprise),"S.NO 389P1, NH 8E Village Vachhu, Dwarka, Dwarka Dwarka ",07-01-2022,06-01-2027,52,20,7500
118,Gujarat,Jamnagar,3 Star,1,Highway Hari,"Jamnagar-Dwarka Highway, Near Vasai Toll booth, Ravalsar Patiya, ",11-02-2021,10-02-2026,19,20,7500
119,Gujarat,Kutch,3 Star,1,ambar sarovar portico,"plot no-100,sector-8,near oslo circle Gandhidham,Kutch,Gujarat,Pin-370201",05-08-2022,04-08-2027,58,20,7500
120,Gujarat,Mahesana,3 Star,1,HOTEL SHIVALIK,"Nugar Bypass Highway,Iskon Circle Opp Essar Petrol Pump, Nugar Mehsana",22-02-2022,21-02-2027,30,20,7500
121,Gujarat,Morabi,3 Star,1,"Sarovar Portico, Unit of Specific Ceramic Hotel","Iskon Tiles Zone, 8-A National Highway, Rafaleshwar",07-07-2022,06-07-2027,59,20,7500
122,Gujarat,Morbi,3 Star,1,Khajoora Hotel n Resort,"Rajkot - Morbi HIghway, Tankara",22-02-2022,21-02-2027,40,20,7500
123,Gujarat,Morvi,3 Star,1,DARIYALAL HOTEL ,"Survey no. 66 paiki 1, 66 paiki 2 and 68 paiki 2, Village- Jambudiya, Taluka- Morbi, District- Morbi-363642",25-03-2022,24-03-2027,18,20,7500
124,Gujarat,Morvi,3 Star,1,HOTEL THE GRAND VAIBHAV,"LAKHDHIRPUR ROAD, N.H. 8A, MORBI - 363642",24-07-2019,23-07-2024,35,20,7500
125,Gujarat,Morvi,3 Star,1,Lords Eco Inn unit of Hotel Seven Paradise,"Pipli Jetpar Road, Seven Cera Mall, Village Bela, Morbi",19-02-2021,18-02-2026,40,20,7500
126,Gujarat,Morvi,3 Star,1,OAK TREE,SURVEY NO 22 JAMBUDIYA N H NO 27 A MORBI 363641 ,20-01-2020,19-01-2025,52,20,7000
127,Gujarat,Morvi,3 Star,1,Regenta Inn Unit of Hotel The Grand Dharmendra,Near HDFC Bank opp. shakti Chamber 8-a Natioanl highway lalpar Road Morvi,20-01-2021,19-01-2026,54,20,7000
128,Gujarat,Porbandar,3 Star,1,LORDS ECO INN,"Chowpati Road, Near Circuit House,",04-07-2018,03-07-2023,29,20,7000
129,Gujarat,Porbandar,3 Star,1,Lords Eco Inn ( A Unit of Delite Enterprise ) ,"Near Circuit House , Chopati Road , Porbandar ",04-07-2018,03-07-2023,29,20,7000
130,Gujarat,Rajkot,3 Star,1,AARYARAJ CLUB AND RESORTS,"Opposite Gardi Vidyapith, Kallavad Road Chappra Rajkot 361162 Rajkot Rajkot",26-05-2022,25-05-2027,28,20,7000
131,Gujarat,Rajkot,3 Star,0,"Hotel Comfort INN Legacy, Prop. S Kumar Associates Private Limited.","Limada Chowk, Near Lalbahadur Shastri Maidan, Panchnath Road.",07-08-2020,06-08-2025,37,20,7000
132,Gujarat,Rajkot,3 Star,0,Hotel KK Beacon (A Unit of Hotel K.K. (India) Private Limited),"The KK Circle, Kalawad Main Road, Rajkot Rajkot Rajkot Rajkot",18-01-2019,17-01-2024,34,20,7000
